officer_id,score,xbin,ypos
6703,0.1,13,11
6743,0.1,13,12
5048,0.09,13,13
5058,0.09,13,14
1227,0.08,13,15
2373,0.08,13,16
2802,0.08,13,17
3827,0.08,13,18
4527,0.08,13,19
988,0.07,13,20
1105,0.07,13,21
1208,0.07,13,22
1825,0.07,13,23
2464,0.07,13,24
2668,0.07,13,25
3800,0.07,13,26
3929,0.07,13,27
4390,0.07,13,28
4996,0.07,13,29
5507,0.07,13,30
3710,0.06,13,31
810,0.12,14,0
5289,0.12,14,1
735,0.11,14,2
4165,0.11,14,3
4565,0.11,14,4
5865,0.11,14,5
3439,0.1,14,6
229,0.09,14,7
341,0.08,14,8
971,0.08,14,9
1442,0.08,14,10
1862,0.08,14,11
2811,0.08,14,12
3094,0.08,14,13
5068,0.08,14,14
839,0.07,14,15
1110,0.07,14,16
1246,0.07,14,17
4034,0.07,14,18
1832,0.12,15,0
3250,0.12,15,1
2964,0.1,15,2
227,0.09,15,3
2276,0.09,15,4
4260,0.07,15,5
4788,0.07,15,6
304,0.1,16,0
5689,0.1,16,1
6197,0.08,16,2
937,0.07,16,3
2639,0.07,16,4
5208,0.07,16,5
6058,0.07,16,6
6133,0.07,16,7
6553,0.07,16,8
3209,0.13,17,0
2999,0.12,17,1
2476,0.11,17,2
4424,0.11,17,3
5722,0.11,17,4
3160,0.09,17,5
4077,0.09,17,6
2555,0.08,17,7
6499,0.07,17,8
208,0.11,18,0
3942,0.11,18,1
2188,0.1,18,2
2521,0.1,18,3
3649,0.1,18,4
3866,0.1,18,5
6214,0.1,18,6
2562,0.09,18,7
6048,0.09,18,8
1378,0.08,18,9
485,0.07,18,10
2101,0.07,18,11
6611,0.07,18,12
2899,0.11,19,0
6623,0.11,19,1
5813,0.1,19,2
1152,0.09,19,3
1689,0.09,19,4
1154,0.08,19,5
5191,0.08,19,6
337,0.07,19,7
1648,0.07,19,8
6176,0.07,19,9
5056,0.1,20,0
2137,0.1,21,0
6541,0.1,21,1
982,0.09,21,2
4127,0.09,21,3
6225,0.09,21,4
4058,0.07,21,5
4169,0.07,21,6
5386,0.07,21,7
2931,0.12,22,0
4909,0.1,22,1
4476,0.09,22,2
5137,0.09,22,3
2594,0.08,22,4
6314,0.1,23,0
3393,0.09,23,1
5170,0.08,23,2
5500,0.07,23,3
1107,0.11,24,0
3245,0.11,24,1
3629,0.11,24,2
5080,0.09,24,3
1506,0.08,24,4
2689,0.07,24,5
3326,0.07,24,6
3505,0.07,24,7
3868,0.07,24,8
5734,0.07,24,9
1212,0.12,25,0
3229,0.07,25,1
5215,0.11,26,0
2773,0.09,26,1
5756,0.09,26,2
3136,0.08,26,3
6423,0.13,27,0
2125,0.08,27,1
5195,0.08,27,2
1260,0.12,28,0
1339,0.11,28,1
225,0.09,28,2
5923,0.08,28,3
4343,0.09,29,0
6310,0.09,29,1
654,0.08,29,2
4321,0.08,29,3
879,0.07,29,4
1772,0.07,29,5
5781,0.07,29,6
5353,0.1,30,0
5025,0.09,31,0
4504,0.09,32,0
618,0.08,32,1
661,0.07,32,2
1935,0.07,32,3
2292,0.07,32,4
4297,0.07,32,5
4953,0.07,32,6
4995,0.1,34,0
4093,0.07,35,0
4437,0.07,35,1
4209,0.1,36,0
3806,0.08,38,0
6440,0.08,38,1
6242,0.07,38,2
6293,0.08,39,0
718,0.07,39,1
3773,0.07,39,2
4887,0.07,40,0
6657,0.07,40,1
1760,0.07,42,0
5618,0.12,44,0
81,0.09,47,0
1093,0.07,49,0
4558,0.07,49,1
6275,0.07,49,2
6415,0.06,49,3
2320,0.1,53,0
4458,0.08,53,1
1988,0.07,59,0
4212,0.07,61,0
2412,0.12,63,0
4632,0.11,63,1
2927,0.1,64,0
11,0.07,66,0
3513,0.07,66,1
6491,0.07,70,0
949,0.08,75,0
3038,0.08,99,0
2812,0.07,99,1
5995,0.07,99,2
